Cluster	`__mclCluster`	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
22	22	GO:0016445	somatic diversification of immunoglobulins	1/3	66/14419	0.013670066346796239	0.030130002943055154	0.005885404807107897	SAMHD1	1
22	22	GO:0045824	negative regulation of innate immune response	1/3	68/14419	0.014082354179070222	0.030130002943055154	0.005885404807107897	SAMHD1	1
22	22	GO:0060761	negative regulation of response to cytokine stimulus	1/3	68/14419	0.014082354179070222	0.030130002943055154	0.005885404807107897	SAMHD1	1
22	22	GO:0032481	positive regulation of type I interferon production	1/3	69/14419	0.014288455003923062	0.030130002943055154	0.005885404807107897	OAS2	1
22	22	GO:0009166	nucleotide catabolic process	1/3	71/14419	0.014700570481069652	0.030339475248165028	0.005926321806478248	SAMHD1	1
22	22	GO:0002200	somatic diversification of immune receptors	1/3	76/14419	0.01573035659409594	0.03178842895056888	0.006209351287143135	SAMHD1	1
22	22	GO:0007589	body fluid secretion	1/3	80/14419	0.016553668677375732	0.03187576899612749	0.006226411740969017	OAS2	1
22	22	GO:1901292	nucleoside phosphate catabolic process	1/3	80/14419	0.016553668677375732	0.03187576899612749	0.006226411740969017	SAMHD1	1
22	22	GO:0051262	protein tetramerization	1/3	81/14419	0.01675942493610827	0.03187576899612749	0.006226411740969017	SAMHD1	1
22	22	GO:0032760	positive regulation of tumor necrosis factor production	1/3	88/14419	0.018198915236068758	0.033947976498051334	0.006631183689255823	OAS2	1
22	22	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	1/3	92/14419	0.019020849967721465	0.034811744280546834	0.006799906641886522	OAS2	1
22	22	GO:0019079	viral genome replication	1/3	97/14419	0.020047623124063274	0.036011471167298845	0.007034253727741501	OAS2	1
22	22	GO:0002377	immunoglobulin production	1/3	101/14419	0.020868525598703003	0.03680449060134893	0.0071891571440507954	SAMHD1	1
22	22	GO:1903900	regulation of viral life cycle	1/3	103/14419	0.021278804863253065	0.036857929852420486	0.00719959563042397	OAS2	1
22	22	GO:0002832	negative regulation of response to biotic stimulus	1/3	110/14419	0.022713879705390516	0.03865344441092772	0.00755032012367552	SAMHD1	1
22	22	GO:0030879	mammary gland development	1/3	124/14419	0.025579819588102515	0.042054957627897356	0.008214750269149782	OAS2	1
22	22	GO:0050792	regulation of viral process	1/3	124/14419	0.025579819588102515	0.042054957627897356	0.008214750269149782	OAS2	1
22	22	GO:0001959	regulation of cytokine-mediated signaling pathway	1/3	137/14419	0.028236027473333314	0.04318778982815647	0.008436030568712062	SAMHD1	1
22	22	GO:0032640	tumor necrosis factor production	1/3	139/14419	0.028644245899293486	0.04318778982815647	0.008436030568712062	OAS2	1
22	22	GO:0032680	regulation of tumor necrosis factor production	1/3	139/14419	0.028644245899293486	0.04318778982815647	0.008436030568712062	OAS2	1
22	22	GO:0046434	organophosphate catabolic process	1/3	139/14419	0.028644245899293486	0.04318778982815647	0.008436030568712062	SAMHD1	1
22	22	GO:0071706	tumor necrosis factor superfamily cytokine production	1/3	144/14419	0.02966429176657992	0.04318778982815647	0.008436030568712062	OAS2	1
22	22	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	1/3	144/14419	0.02966429176657992	0.04318778982815647	0.008436030568712062	OAS2	1
22	22	GO:0006261	DNA-templated DNA replication	1/3	145/14419	0.02986821520789018	0.04318778982815647	0.008436030568712062	SAMHD1	1
22	22	GO:0009144	purine nucleoside triphosphate metabolic process	1/3	145/14419	0.02986821520789018	0.04318778982815647	0.008436030568712062	SAMHD1	1
22	22	GO:0060759	regulation of response to cytokine stimulus	1/3	147/14419	0.030275976374377733	0.04318778982815647	0.008436030568712062	SAMHD1	1
22	22	GO:1901136	carbohydrate derivative catabolic process	1/3	151/14419	0.03109115589887601	0.04370785684334744	0.008537617180469387	SAMHD1	1
22	22	GO:0000724	double-strand break repair via homologous recombination	1/3	161/14419	0.03312710574137134	0.04525815854807071	0.008840443340914519	SAMHD1	1
22	22	GO:0009141	nucleoside triphosphate metabolic process	1/3	161/14419	0.03312710574137134	0.04525815854807071	0.008840443340914519	SAMHD1	1
22	22	GO:0000725	recombinational repair	1/3	165/14419	0.03394068642718373	0.045725646992178084	0.008931759586100983	SAMHD1	1
22	22	GO:0050777	negative regulation of immune response	1/3	168/14419	0.03455057234145953	0.04590966461810376	0.008967704428929656	SAMHD1	1
22	22	GO:0051260	protein homooligomerization	1/3	181/14419	0.03719044522379433	0.048749637658216896	0.009522446856732546	SAMHD1	1
22	22	GO:0002520	immune system development	1/3	187/14419	0.03840722328960555	0.04967334212122318	0.009702877462637195	SAMHD1	1
25	25	GO:0042593	glucose homeostasis	2/2	219/14419	2.2964682500204844e-4	0.013209959566631598	0.0013417318119385742	G6PC2/FGF21	2
25	25	GO:0033500	carbohydrate homeostasis	2/2	220/14419	2.3175367660757188e-4	0.013209959566631598	0.0013417318119385742	G6PC2/FGF21	2
25	25	GO:0010896	regulation of triglyceride catabolic process	1/2	12/14419	0.0016638355487453849	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0071377	cellular response to glucagon stimulus	1/2	12/14419	0.0016638355487453849	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0010988	regulation of low-density lipoprotein particle clearance	1/2	15/14419	0.0020795779785750534	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0090208	positive regulation of triglyceride metabolic process	1/2	20/14419	0.002772289621751911	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0010984	regulation of lipoprotein particle clearance	1/2	21/14419	0.0029108030894063885	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0033762	response to glucagon	1/2	22/14419	0.0030493069367338865	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0050996	positive regulation of lipid catabolic process	1/2	24/14419	0.003326285770408055	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0019433	triglyceride catabolic process	1/2	25/14419	0.0034647607567543925	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0034383	low-density lipoprotein particle clearance	1/2	26/14419	0.0036032261227740836	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0051156	glucose 6-phosphate metabolic process	1/2	28/14419	0.0038801279938326383	0.027994256780244565	0.0028433686480396144	G6PC2	1
25	25	GO:0071404	cellular response to low-density lipoprotein particle stimulus	1/2	29/14419	0.004018564498871058	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:2000352	negative regulation of endothelial cell apoptotic process	1/2	29/14419	0.004018564498871058	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0055094	response to lipoprotein particle	1/2	30/14419	0.004156991383583053	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0046326	positive regulation of glucose import	1/2	33/14419	0.004572214315756273	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0071402	cellular response to lipoprotein particle stimulus	1/2	33/14419	0.004572214315756273	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0046461	neutral lipid catabolic process	1/2	35/14419	0.004848981502237226	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0046464	acylglycerol catabolic process	1/2	35/14419	0.004848981502237226	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0090207	regulation of triglyceride metabolic process	1/2	37/14419	0.00512571020741015	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0010828	positive regulation of glucose transmembrane transport	1/2	38/14419	0.005264060129506087	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:0034381	plasma lipoprotein particle clearance	1/2	39/14419	0.005402400431275267	0.027994256780244565	0.0028433686480396144	FGF21	1
25	25	GO:2000351	regulation of endothelial cell apoptotic process	1/2	45/14419	0.0062322402150236655	0.03089023410924773	0.0031375122363963537	FGF21	1
25	25	GO:0072577	endothelial cell apoptotic process	1/2	51/14419	0.007061733667000802	0.03278092150452448	0.0033295488139406214	FGF21	1
25	25	GO:0046324	regulation of glucose import	1/2	53/14419	0.007338154521710938	0.03278092150452448	0.0033295488139406214	FGF21	1
25	25	GO:1904036	negative regulation of epithelial cell apoptotic process	1/2	54/14419	0.007476350518575758	0.03278092150452448	0.0033295488139406214	FGF21	1
25	25	GO:0050994	regulation of lipid catabolic process	1/2	57/14419	0.007890880787207566	0.033317052212654165	0.0033840034565022696	FGF21	1
25	25	GO:0046503	glycerolipid catabolic process	1/2	62/14419	0.008581572161721396	0.03450700949529144	0.0035048670770840796	FGF21	1
25	25	GO:0046323	glucose import	1/2	68/14419	0.009410084340348512	0.03450700949529144	0.0035048670770840796	FGF21	1
25	25	GO:0010827	regulation of glucose transmembrane transport	1/2	69/14419	0.009548136032308308	0.03450700949529144	0.0035048670770840796	FGF21	1
25	25	GO:0014823	response to activity	1/2	69/14419	0.009548136032308308	0.03450700949529144	0.0035048670770840796	FGF21	1
25	25	GO:0097006	regulation of plasma lipoprotein particle levels	1/2	70/14419	0.009686178103941456	0.03450700949529144	0.0035048670770840796	FGF21	1
25	25	GO:0030968	endoplasmic reticulum unfolded protein response	1/2	74/14419	0.010238250187204256	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0008543	fibroblast growth factor receptor signaling pathway	1/2	78/14419	0.010790168345235718	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0006094	gluconeogenesis	1/2	84/14419	0.011617756972474025	0.034685170867937265	0.0035229628767064636	G6PC2	1
25	25	GO:0019319	hexose biosynthetic process	1/2	87/14419	0.0120314214116789	0.034685170867937265	0.0035229628767064636	G6PC2	1
25	25	GO:0034620	cellular response to unfolded protein	1/2	87/14419	0.0120314214116789	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:1904035	regulation of epithelial cell apoptotic process	1/2	91/14419	0.012582839312707983	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0006641	triglyceride metabolic process	1/2	93/14419	0.012858490541260759	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0046364	monosaccharide biosynthetic process	1/2	96/14419	0.013271895231637965	0.034685170867937265	0.0035229628767064636	G6PC2	1
25	25	GO:0120162	positive regulation of cold-induced thermogenesis	1/2	96/14419	0.013271895231637965	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0044344	cellular response to fibroblast growth factor stimulus	1/2	102/14419	0.014098444863563708	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:1904659	glucose transmembrane transport	1/2	102/14419	0.014098444863563708	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0008645	hexose transmembrane transport	1/2	105/14419	0.014511589805112579	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0035967	cellular response to topologically incorrect protein	1/2	106/14419	0.0146492855449748	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0015749	monosaccharide transmembrane transport	1/2	108/14419	0.014924648163718524	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0071774	response to fibroblast growth factor	1/2	110/14419	0.015199972301154552	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0071333	cellular response to glucose stimulus	1/2	115/14419	0.015888114289022703	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0043200	response to amino acid	1/2	116/14419	0.01602571382561524	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0034219	carbohydrate transmembrane transport	1/2	117/14419	0.016163303741880908	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0071331	cellular response to hexose stimulus	1/2	117/14419	0.016163303741880908	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0071326	cellular response to monosaccharide stimulus	1/2	119/14419	0.016438454713431527	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0006639	acylglycerol metabolic process	1/2	121/14419	0.01671356720367423	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:1904019	epithelial cell apoptotic process	1/2	121/14419	0.01671356720367423	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0006638	neutral lipid metabolic process	1/2	122/14419	0.01685110901830522	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0006986	response to unfolded protein	1/2	128/14419	0.017676157879224386	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0001101	response to acid chemical	1/2	129/14419	0.017813632351566522	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0071322	cellular response to carbohydrate stimulus	1/2	130/14419	0.017951097203581567	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0071466	cellular response to xenobiotic stimulus	1/2	130/14419	0.017951097203581567	0.034685170867937265	0.0035229628767064636	FGF21	1
25	25	GO:0045834	positive regulation of lipid metabolic process	1/2	134/14419	0.01850086040837251	0.034832190099964404	0.003537895578020392	FGF21	1
25	25	GO:0001678	intracellular glucose homeostasis	1/2	135/14419	0.01863827715875288	0.034832190099964404	0.003537895578020392	FGF21	1
25	25	GO:0008643	carbohydrate transport	1/2	139/14419	0.01918784795700479	0.03515700297848208	0.0035708867291163703	FGF21	1
25	25	GO:0120161	regulation of cold-induced thermogenesis	1/2	142/14419	0.01959992504226027	0.03515700297848208	0.0035708867291163703	FGF21	1
25	25	GO:0106106	cold-induced thermogenesis	1/2	143/14419	0.019737264830025025	0.03515700297848208	0.0035708867291163703	FGF21	1
25	25	GO:0035966	response to topologically incorrect protein	1/2	149/14419	0.02056110152974644	0.03606100883678606	0.0036627063453799325	FGF21	1
25	25	GO:0050796	regulation of insulin secretion	1/2	155/14419	0.021384591897697036	0.03693702236874943	0.0037516827890696548	G6PC2	1
25	25	GO:1990845	adaptive thermogenesis	1/2	159/14419	0.021933393069791474	0.037319504626212356	0.00379053140247771	FGF21	1
25	25	GO:0009749	response to glucose	1/2	170/14419	0.023441802616076757	0.03815401059673768	0.003875291935033375	FGF21	1
25	25	GO:0009746	response to hexose	1/2	174/14419	0.023990026568553313	0.03815401059673768	0.003875291935033375	FGF21	1
25	25	GO:0001659	temperature homeostasis	1/2	175/14419	0.024127058505854726	0.03815401059673768	0.003875291935033375	FGF21	1
25	25	GO:0070374	positive regulation of ERK1 and ERK2 cascade	1/2	176/14419	0.024264080822829603	0.03815401059673768	0.003875291935033375	FGF21	1
25	25	GO:0006006	glucose metabolic process	1/2	180/14419	0.024812073887459096	0.03815401059673768	0.003875291935033375	G6PC2	1
25	25	GO:0034284	response to monosaccharide	1/2	181/14419	0.024949048102798632	0.03815401059673768	0.003875291935033375	FGF21	1
25	25	GO:0090276	regulation of peptide hormone secretion	1/2	182/14419	0.025086012697811855	0.03815401059673768	0.003875291935033375	G6PC2	1
25	25	GO:0002791	regulation of peptide secretion	1/2	185/14419	0.02549684876088898	0.03815401059673768	0.003875291935033375	G6PC2	1
25	25	GO:0030073	insulin secretion	1/2	187/14419	0.025770691367971943	0.03815401059673768	0.003875291935033375	G6PC2	1
25	25	GO:0090087	regulation of peptide transport	1/2	187/14419	0.025770691367971943	0.03815401059673768	0.003875291935033375	G6PC2	1
25	25	GO:0034764	positive regulation of transmembrane transport	1/2	191/14419	0.026318261138214782	0.03846515089431391	0.003906894365996797	FGF21	1
25	25	GO:0016051	carbohydrate biosynthetic process	1/2	201/14419	0.027686512140934427	0.039543644226823216	0.004016436625069763	G6PC2	1
25	25	GO:0009743	response to carbohydrate	1/2	204/14419	0.028096799845374387	0.039543644226823216	0.004016436625069763	FGF21	1
25	25	GO:0044242	cellular lipid catabolic process	1/2	204/14419	0.028096799845374387	0.039543644226823216	0.004016436625069763	FGF21	1
25	25	GO:0019318	hexose metabolic process	1/2	216/14419	0.029737084833707517	0.04134180086637386	0.004199074880241113	G6PC2	1
25	25	GO:0030072	peptide hormone secretion	1/2	226/14419	0.03110293075468551	0.042719688024507804	0.004339026484483711	G6PC2	1
25	25	GO:0002790	peptide secretion	1/2	231/14419	0.03178549295291333	0.04313745472181095	0.00438145892834645	G6PC2	1
25	25	GO:0046883	regulation of hormone secretion	1/2	237/14419	0.03260425011999668	0.04361650902100598	0.004430116336390266	G6PC2	1
25	25	GO:0050708	regulation of protein secretion	1/2	240/14419	0.03301349882912452	0.04361650902100598	0.004430116336390266	G6PC2	1
25	25	GO:0005996	monosaccharide metabolic process	1/2	242/14419	0.03328628320024141	0.04361650902100598	0.004430116336390266	G6PC2	1
25	25	GO:0015833	peptide transport	1/2	245/14419	0.033695387604464555	0.04365084303305635	0.004433603632166389	G6PC2	1
25	25	GO:0034976	response to endoplasmic reticulum stress	1/2	249/14419	0.03424072545885126	0.043858906767517344	0.004454736606119028	FGF21	1
25	25	GO:0070372	regulation of ERK1 and ERK2 cascade	1/2	258/14419	0.035467172842093886	0.044925085599985586	0.004563028084947752	FGF21	1
25	25	GO:0070371	ERK1 and ERK2 cascade	1/2	280/14419	0.0384618748029697	0.04782781648217271	0.004857857629768234	FGF21	1
25	25	GO:0071375	cellular response to peptide hormone stimulus	1/2	281/14419	0.03859788698561306	0.04782781648217271	0.004857857629768234	FGF21	1
25	25	GO:0046879	hormone secretion	1/2	292/14419	0.04009338605311008	0.04914673129090913	0.004991819429362884	G6PC2	1
25	25	GO:0009914	hormone transport	1/2	300/14419	0.041180290593712754	0.04935502478122954	0.0050129757395524	G6PC2	1
25	25	GO:0016042	lipid catabolic process	1/2	300/14419	0.041180290593712754	0.04935502478122954	0.0050129757395524	FGF21	1
25	25	GO:0031331	positive regulation of cellular catabolic process	1/2	303/14419	0.0415877210610438	0.04935502478122954	0.0050129757395524	FGF21	1
25	25	GO:0019216	regulation of lipid metabolic process	1/2	306/14419	0.04199506494543215	0.04935502478122954	0.0050129757395524	FGF21	1
26	26	GO:0006935	chemotaxis	1/1	395/14419	0.027394410153270043	0.027533116027463667	NA	CMTM2	1
26	26	GO:0042330	taxis	1/1	397/14419	0.027533116027463667	0.027533116027463667	NA	CMTM2	1
27	27	GO:0071468	cellular response to acidic pH	2/2	14/14419	8.754497538932778e-7	2.4531833762943516e-5	7.594994973047528e-7	PKD1L3/PKD2L1	2
27	27	GO:0071467	cellular response to pH	2/2	24/14419	2.6552102425774043e-06	2.4531833762943516e-5	7.594994973047528e-7	PKD1L3/PKD2L1	2
27	27	GO:0010447	response to acidic pH	2/2	25/14419	2.8860980897580605e-6	2.4531833762943516e-5	7.594994973047528e-7	PKD1L3/PKD2L1	2
27	27	GO:0050912	detection of chemical stimulus involved in sensory perception of taste	2/2	25/14419	2.8860980897580605e-6	2.4531833762943516e-5	7.594994973047528e-7	PKD1L3/PKD2L1	2
27	27	GO:0009268	response to pH	2/2	38/14419	6.76308985699971e-6	4.598901102759803e-5	1.4238083909473074e-6	PKD1L3/PKD2L1	2
27	27	GO:0050909	sensory perception of taste	2/2	44/14419	9.10082930970372e-6	5.157136608832108e-5	1.5966367210006526e-6	PKD1L3/PKD2L1	2
27	27	GO:0050982	detection of mechanical stimulus	2/2	50/14419	1.178490053317876e-5	5.7240945446868256e-5	1.7721654937110918e-6	PKD1L3/PKD2L1	2
27	27	GO:0050907	detection of chemical stimulus involved in sensory perception	2/2	103/14419	5.0535577551663534e-5	2.1477620459457e-4	6.649418098903096e-6	PKD1L3/PKD2L1	2
27	27	GO:0009581	detection of external stimulus	2/2	126/14419	7.576007485614893e-5	2.649735401958653e-4	8.20351517634258e-6	PKD1L3/PKD2L1	2
27	27	GO:0009582	detection of abiotic stimulus	2/2	129/14419	7.942541943014168e-5	2.649735401958653e-4	8.20351517634258e-6	PKD1L3/PKD2L1	2
27	27	GO:0009593	detection of chemical stimulus	2/2	134/14419	8.572673359277995e-5	2.649735401958653e-4	8.20351517634258e-6	PKD1L3/PKD2L1	2
27	27	GO:0007606	sensory perception of chemical stimulus	2/2	145/14419	1.004362135235802e-4	2.845692716501439e-4	8.810194168735107e-6	PKD1L3/PKD2L1	2
27	27	GO:0050906	detection of stimulus involved in sensory perception	2/2	167/14419	1.3334735207378812e-4	3.4875461311606123e-4	1.079735644322171e-5	PKD1L3/PKD2L1	2
27	27	GO:0009612	response to mechanical stimulus	2/2	200/14419	1.914445066206177e-4	4.649366589357858e-4	1.439432380606148e-5	PKD1L3/PKD2L1	2
27	27	GO:0051606	detection of stimulus	2/2	278/14419	3.704114491665145e-4	8.395992847774329e-4	2.5993785906422067e-5	PKD1L3/PKD2L1	2
27	27	GO:0071214	cellular response to abiotic stimulus	2/2	302/14419	4.3725348092531137e-4	8.745069618506227e-4	2.707451894274374e-5	PKD1L3/PKD2L1	2
27	27	GO:0104004	cellular response to environmental stimulus	2/2	302/14419	4.3725348092531137e-4	8.745069618506227e-4	2.707451894274374e-5	PKD1L3/PKD2L1	2
27	27	GO:0070588	calcium ion transmembrane transport	2/2	326/14419	5.096368210164437e-4	9.626473285866158e-4	2.9803322866458692e-5	PKD1L3/PKD2L1	2
27	27	GO:0006816	calcium ion transport	2/2	404/14419	7.83152336982814e-4	0.0014014304977587198	4.338794110708111e-5	PKD1L3/PKD2L1	2
27	27	GO:0009415	response to water	1/2	12/14419	0.0016638355487453849	0.002828520432867154	8.757029203923077e-5	PKD2L1	1
27	27	GO:0051289	protein homotetramerization	1/2	52/14419	0.007199948904519693	0.011657060131127122	3.6089969446214e-4	PKD2L1	1
27	27	GO:0051262	protein tetramerization	1/2	81/14419	0.011204005950326112	0.017315281923231264	5.360768397285221e-4	PKD2L1	1
27	27	GO:0001101	response to acid chemical	1/2	129/14419	0.017813632351566522	0.026333195650141812	8.152692151746692e-4	PKD2L1	1
27	27	GO:0007224	smoothened signaling pathway	1/2	145/14419	0.020011915544573378	0.02835021368814562	8.77715594060236e-4	PKD2L1	1
27	27	GO:0035725	sodium ion transmembrane transport	1/2	166/14419	0.02289342473836864	0.03113505764418135	9.639336731944691e-4	PKD2L1	1
27	27	GO:0051260	protein homooligomerization	1/2	181/14419	0.024949048102798632	0.03262567828827514	0.001010082919141645	PKD2L1	1
27	27	GO:0071805	potassium ion transmembrane transport	1/2	197/14419	0.027139327183770212	0.034175449046229156	0.001058063437963751	PKD2L1	1
27	27	GO:0006813	potassium ion transport	1/2	220/14419	0.03028353864602229	0.036772868355884204	0.0011384788964670036	PKD2L1	1
27	27	GO:0006814	sodium ion transport	1/2	228/14419	0.03137598449495771	0.03678563699408834	0.0011388742103432925	PKD2L1	1
27	27	GO:0051259	protein complex oligomerization	1/2	240/14419	0.03301349882912452	0.03741529867300779	0.0011583683799692814	PKD2L1	1
27	27	GO:0001822	kidney development	1/2	304/14419	0.041723511976167194	0.04576127119966724	0.0014167576222807198	PKD1L3	1
27	27	GO:0072001	renal system development	1/2	314/14419	0.04308089200941512	0.04577344776000356	0.0014171346055728657	PKD1L3	1
27	27	GO:1902074	response to salt	1/2	343/14419	0.04701185381093509	0.048436455441569486	0.0014995806638256808	PKD2L1	1
28	28	GO:0045936	negative regulation of phosphate metabolic process	2/2	334/14419	5.349960028984503e-4	0.016846990778338535	0.002020292032045927	RUBCN/PPP1R15A	2
28	28	GO:0010563	negative regulation of phosphorus metabolic process	2/2	335/14419	5.382091921050478e-4	0.016846990778338535	0.002020292032045927	RUBCN/PPP1R15A	2
28	28	GO:0043086	negative regulation of catalytic activity	2/2	389/14419	7.260075948056039e-4	0.016846990778338535	0.002020292032045927	RUBCN/PPP1R15A	2
28	28	GO:0036490	regulation of translation in response to endoplasmic reticulum stress	1/2	11/14419	0.001525235498148203	0.016846990778338535	0.002020292032045927	PPP1R15A	1
28	28	GO:1903897	regulation of PERK-mediated unfolded protein response	1/2	11/14419	0.001525235498148203	0.016846990778338535	0.002020292032045927	PPP1R15A	1
28	28	GO:0043558	regulation of translational initiation in response to stress	1/2	14/14419	0.00194100678895881	0.016846990778338535	0.002020292032045927	PPP1R15A	1
28	28	GO:0070262	peptidyl-serine dephosphorylation	1/2	14/14419	0.00194100678895881	0.016846990778338535	0.002020292032045927	PPP1R15A	1
28	28	GO:1900102	negative regulation of endoplasmic reticulum unfolded protein response	1/2	14/14419	0.00194100678895881	0.016846990778338535	0.002020292032045927	PPP1R15A	1
28	28	GO:1901096	regulation of autophagosome maturation	1/2	15/14419	0.0020795779785750534	0.016846990778338535	0.002020292032045927	RUBCN	1
28	28	GO:0032516	positive regulation of phosphoprotein phosphatase activity	1/2	17/14419	0.0023566914968267128	0.016846990778338535	0.002020292032045927	PPP1R15A	1
28	28	GO:0036499	PERK-mediated unfolded protein response	1/2	18/14419	0.0024952338254620177	0.016846990778338535	0.002020292032045927	PPP1R15A	1
28	28	GO:0032515	negative regulation of phosphoprotein phosphatase activity	1/2	20/14419	0.002772289621751911	0.016846990778338535	0.002020292032045927	PPP1R15A	1
28	28	GO:0043555	regulation of translation in response to stress	1/2	20/14419	0.002772289621751911	0.016846990778338535	0.002020292032045927	PPP1R15A	1
28	28	GO:0010923	negative regulation of phosphatase activity	1/2	24/14419	0.003326285770408055	0.017387815741697607	0.0020851477904767278	PPP1R15A	1
28	28	GO:0045948	positive regulation of translational initiation	1/2	24/14419	0.003326285770408055	0.017387815741697607	0.0020851477904767278	PPP1R15A	1
28	28	GO:0010922	positive regulation of phosphatase activity	1/2	26/14419	0.0036032261227740836	0.017387815741697607	0.0020851477904767278	PPP1R15A	1
28	28	GO:0035308	negative regulation of protein dephosphorylation	1/2	27/14419	0.003741681868466573	0.017387815741697607	0.0020851477904767278	PPP1R15A	1
28	28	GO:1900101	regulation of endoplasmic reticulum unfolded protein response	1/2	29/14419	0.004018564498871058	0.017637033078378533	0.002115033946774241	PPP1R15A	1
28	28	GO:0016242	negative regulation of macroautophagy	1/2	32/14419	0.004433816292025772	0.018060246547237282	0.0021657857285161293	RUBCN	1
28	28	GO:0035305	negative regulation of dephosphorylation	1/2	33/14419	0.004572214315756273	0.018060246547237282	0.0021657857285161293	PPP1R15A	1
28	28	GO:0043550	regulation of lipid kinase activity	1/2	36/14419	0.0049873506649872335	0.018096060360440692	0.0021700805229042807	RUBCN	1
28	28	GO:0035307	positive regulation of protein dephosphorylation	1/2	39/14419	0.005402400431275267	0.018096060360440692	0.0021700805229042807	PPP1R15A	1
28	28	GO:1903573	negative regulation of response to endoplasmic reticulum stress	1/2	40/14419	0.005540731112717356	0.018096060360440692	0.0021700805229042807	PPP1R15A	1
28	28	GO:0071985	multivesicular body sorting pathway	1/2	42/14419	0.005817363614621041	0.018096060360440692	0.0021700805229042807	RUBCN	1
28	28	GO:0140467	integrated stress response signaling	1/2	42/14419	0.005817363614621041	0.018096060360440692	0.0021700805229042807	PPP1R15A	1
28	28	GO:0043666	regulation of phosphoprotein phosphatase activity	1/2	43/14419	0.005955665435081747	0.018096060360440692	0.0021700805229042807	PPP1R15A	1
28	28	GO:0006984	ER-nucleus signaling pathway	1/2	45/14419	0.0062322402150236655	0.018235073221735912	0.0021867509526398827	PPP1R15A	1
28	28	GO:0051898	negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	1/2	48/14419	0.006647030232483475	0.01848402317750503	0.0022166050446042014	RUBCN	1
28	28	GO:0035306	positive regulation of dephosphorylation	1/2	49/14419	0.00678527433098286	0.01848402317750503	0.0022166050446042014	PPP1R15A	1
28	28	GO:0097352	autophagosome maturation	1/2	52/14419	0.007199948904519693	0.018959865448568525	0.002273668075111482	RUBCN	1
28	28	GO:0010921	regulation of phosphatase activity	1/2	57/14419	0.007890880787207566	0.019821688309949233	0.0023770179185815202	PPP1R15A	1
28	28	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	1/2	58/14419	0.008029038302764246	0.019821688309949233	0.0023770179185815202	PPP1R15A	1
28	28	GO:0045806	negative regulation of endocytosis	1/2	60/14419	0.00830532447289678	0.019882443435116536	0.0023843036764296974	RUBCN	1
